"uid","domainID","siteID","namedLocation","collectDate","identifiedDate","sampleID","taxonID","targetTaxaPresent","scientificName","morphospeciesID","taxonRank","phylum","subphylum","class","subclass","infraclass","superorder","order","suborder","superfamily","family","subfamily","genus","specificEpithet","infraspecificEpithet","nauplii","zooMinimumLength","zooMaximumLength","zooMeanLength","zooWidth","individualCount","subsampleType","zooVolumePerBottle","zooSubsampleVolume","adjCountPerBottle","indeterminateSpecies","sampleCondition","notSubsampled","distinctTaxon","taxonDatabaseID","taxonDatabaseName","identificationQualifier","identificationReferences","qcChecked","qcEnumerationDifference","qcTaxonomicDifference","laboratoryName","internalLabName","testProtocolVersion","identifiedBy","identificationRemarks"
"9f00f59f-c222-419b-abd5-ef32978512cc","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","CYCSP","Y","Cyclopoida sp.","copepodites",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"Cyclopoida",NA,NA,"",NA,NA,NA,"N",0.35,0.425,0.388,NA,7,"coarse",1000,32,219,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"15c07068-72b1-4485-a794-90a19841f316","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","TRISIM","Y","Trichocerca similis","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Trichocercidae",NA,NA,NA,"N",0.125,0.125,0.125,NA,6,"coarse",1000,32,188,"N","condition OK","N","Y","59079","ITIS",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"8dc91a1b-c70c-426d-bfba-1fc219aa64d0","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","MONBUL","Y","Monostyla bulla","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.112,0.112,0.112,NA,2,"coarse",1000,32,63,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"08aee680-758a-4664-94be-b67102447b6b","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","LECMIR","Y","Lecane mira","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.112,0.112,0.112,NA,1,"coarse",1000,32,31,"N","condition OK","N","Y","58639","ITIS",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c1dc81a6-91fe-4ec6-948f-1c266051be65","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","DIPPRO","Y","Dipleuchlanis propatula","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Euchlanidae",NA,NA,NA,"N",0.188,0.188,0.188,NA,1,"coarse",1000,32,31,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"222608a0-689c-47be-a2c5-b4052b6873e3","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","OXYSP3","Y","Oxyurella sp.","",NA,"Arthropoda",NA,"Branchiopoda",NA,NA,NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,NA,"N",0.3,0.3,0.3,NA,2,"coarse",1000,114,18,"N","condition OK","N","Y","84063","ITIS",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"60edb675-e9db-42bc-91f7-006025016e3b","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LECMIR","Y","Lecane mira","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.112,0.112,0.112,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y","58639","ITIS",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"9388e151-86e5-4e2d-acf2-9876214bccf4","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LECINE","Y","Lecane inermis","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.125,0.125,0.125,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"a559e173-7dc3-4e68-9e93-b4f120f1d500","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","ACRHAR","Y","Acroperus harpae","",NA,"Arthropoda",NA,"Branchiopoda",NA,NA,NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,NA,"N",0.55,0.575,0.556,NA,6,"coarse",1000,114,53,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"a16fb4a1-5d28-4066-a1a9-63605052ea64","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","COPSP","Y","Copepoda sp.","nauplii",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"Y",0.15,0.188,0.173,NA,45,"coarse",1000,114,396,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"b233010b-375b-4ebf-bcb2-a84255220357","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LATOCC1","Y","Latonopsis occidentalis","",NA,"Arthropoda",NA,"Branchiopoda",NA,NA,NA,NA,"Diplostraca",NA,NA,"Sididae",NA,NA,NA,"N",0.55,0.55,0.55,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y","83870","ITIS",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"7c71f828-bcc1-4ffc-89cc-46617dc1f7a3","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","CALSP1","Y","Calanoida sp.","",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"Calanoida",NA,NA,"",NA,NA,NA,"N",0.875,0.875,0.875,NA,1,"coarse",1000,114,9,"Y","condition OK","N","Y","85258","ITIS",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c8e72f35-1dc7-4cb8-9c69-f26eadac63b0","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","PTYBRA","Y","Ptygura brachiata","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Flosculariaceae",NA,NA,"Flosculariidae",NA,NA,NA,"N",0.188,0.188,0.188,NA,100,"coarse",1000,114,879,"N","condition OK","N","Y","59335","ITIS",NA,"Edmondson, 1949","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"47bdd7b5-98f4-4172-8ae3-e37b4e88654c","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","CYCSP","Y","Cyclopoida sp.","copepodites",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"Cyclopoida",NA,NA,"",NA,NA,NA,"N",0.425,0.575,0.5,NA,22,"coarse",1000,114,193,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"5e7e5144-24ba-4978-871c-02dc867bbb64","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","MONBUL","Y","Monostyla bulla","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.112,0.112,0.112,NA,93,"coarse",1000,114,818,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"a240b037-3e26-44b1-8d94-ad71203be334","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LECLEO","Y","Lecane leontina","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.175,0.175,0.175,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"dedbbefe-0a2a-48f4-a327-bade83f4bcca","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","ROTSP","Y","Rotifera sp.","",NA,"Rotifera",NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"N",0.262,0.375,0.308,NA,29,"coarse",1000,114,255,"N","condition OK","N","Y","58239","ITIS",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"3e19f7b3-5110-452f-9b09-1d2c4e1ea29d","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LEPSP32","Y","Lepadella sp.","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lepadellidae",NA,NA,NA,"N",0.062,0.062,0.062,NA,4,"coarse",1000,114,35,"N","condition OK","N","Y","58488","ITIS",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"795acc78-b521-49dc-948f-e65416532684","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","CHYSPH","Y","Chydorus sphaericus","",NA,"Arthropoda",NA,"Branchiopoda",NA,NA,NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,NA,"N",0.225,0.275,0.25,NA,4,"coarse",1000,114,35,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"efb92872-0fb8-4114-9450-b3e6f48db44f","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","LECINE","Y","Lecane inermis","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.125,0.125,0.125,NA,4,"coarse",1000,32,125,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"aa143380-86ca-43f4-bd67-9215a9864e85","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","SKIMIS","Y","Skistodiaptomus mississippiensis","",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"Calanoida",NA,NA,"Diaptomidae",NA,NA,NA,"N",0.775,1,0.879,NA,36,"coarse",1000,32,1126,"N","condition OK","N","Y","666977","ITIS",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"af9535d5-a785-4264-837f-5fea14c871ed","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","ROTSP","Y","Rotifera sp.","",NA,"Rotifera",NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"N",0.188,0.212,0.196,NA,3,"coarse",1000,32,94,"N","condition OK","N","Y","58239","ITIS",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"790f2dc1-12d3-44a9-820c-6ffc0a6779cb","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","LEPSP32","Y","Lepadella sp.","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lepadellidae",NA,NA,NA,"N",0.062,0.062,0.062,NA,1,"coarse",1000,32,31,"N","condition OK","N","Y","58488","ITIS",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"7c4aace9-6ac5-48e2-a16c-f95ccadb776d","D03","BARC","BARC.AOS.outlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.SCHINDLER.3","MONBUL","Y","Monostyla bulla","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",0.112,0.112,0.112,NA,10,"coarse",500,500,10,"N","condition OK","N","Y","","",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"69de5d73-2017-4658-a25d-75db8437027b","D03","BARC","BARC.AOS.outlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.SCHINDLER.3","COPSP","Y","Copepoda sp.","nauplii",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"Y",0.088,0.275,0.148,NA,45,"coarse",500,500,45,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"73096ee8-2d8b-4ac2-a677-bf49396af3f8","D03","BARC","BARC.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.1","ALOSP1","Y","Alonella sp.","",NA,"Arthropoda",NA,"Branchiopoda",NA,NA,NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,NA,"N",NA,NA,NA,NA,1,"coarse",500,88,6,"N","damaged, affecting measurement","N","Y","84033","ITIS",NA,"Edmondson, 1949","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill","lost; not measured"
"19eb7280-32f1-4d3b-b117-157aa56d7f9b","D03","BARC","BARC.AOS.outlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.SCHINDLER.3","TROPRA1","Y","Tropocyclops prasinus mexicanus","",NA,"Arthropoda",NA,"Maxillopoda",NA,NA,NA,NA,"Cyclopoida",NA,NA,"Cyclopidae",NA,NA,NA,"N",0.475,0.525,0.5,NA,5,"coarse",500,500,5,"N","condition OK","N","Y","","",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"a13e45f4-1218-4155-a863-6d01e378d3cb","D03","BARC","BARC.AOS.inlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.2","LECLIG","Y","Lecane ligona","",NA,"Rotifera",NA,"Eurotatoria",NA,NA,NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,NA,"N",NA,NA,NA,NA,1,"coarse",500,116,4,"N","damaged, affecting measurement","N","Y","58683","ITIS",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill","lost; not measured"
