"uid","domainID","siteID","namedLocation","collectDate","identifiedDate","sampleID","taxonID","targetTaxaPresent","scientificName","morphospeciesID","taxonRank","phylum","subphylum","class","subclass","infraclass","superorder","order","suborder","superfamily","family","subfamily","genus","specificEpithet","infraspecificEpithet","nauplii","zooMinimumLength","zooMaximumLength","zooMeanLength","zooWidth","individualCount","subsampleType","zooVolumePerBottle","zooSubsampleVolume","adjCountPerBottle","indeterminateSpecies","sampleCondition","notSubsampled","distinctTaxon","identificationQualifier","identificationReferences","qcChecked","qcEnumerationDifference","qcTaxonomicDifference","laboratoryName","internalLabName","testProtocolVersion","identifiedBy","identificationRemarks"
"7a4cd0cf-69b0-4215-8386-d10259398832","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.4,0.9,0.6,NA,224,"coarse",1000,32,7009,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"694df415-3b79-4e67-a9d0-b4b740116745","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.1,0.2,0.2,NA,213,"coarse",1000,32,6665,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"bf6b133f-2306-40ba-a164-39c7dcd66528","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","GASSTY","Y","Gastropus stylifer","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,1,"coarse",1000,13,74,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"7de5bfcd-8695-4bc1-8699-ed66152bdd57","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","ROTSP","Y","Rotifera sp.","","phylum","Rotifera","","",NA,"","","","","",NA,"",NA,NA,"","N",0.2,0.2,0.2,NA,4,"coarse",1000,13,297,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"ac7f8ed3-a60e-4a8b-ac0c-ed69da880b9e","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.1,0.3,0.2,NA,108,"coarse",1000,13,8030,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"b8499c39-4d36-4058-a881-4e62817c8cd8","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","SKIMIS","Y","Skistodiaptomus mississippiensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",0.9,1,0.9,NA,10,"coarse",1000,13,743,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"bfcf6857-4e9c-40c4-a877-8e7bbdc9b8ac","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","MONBUL","Y","Monostyla bulla","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.1,0.1,NA,1,"coarse",1000,13,74,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c52fd81d-697a-4e2b-bb6f-78c92c0b26b3","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","LECMIR","Y","Lecane mira","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.1,0.1,NA,4,"coarse",1000,13,297,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"5e0841e0-0723-41c1-b63c-3ce877a29463","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","CYCSP","Y","Cyclopoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"",NA,NA,"","N",0.4,0.4,0.4,NA,2,"coarse",1000,13,149,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"b3f695a1-edc0-4a73-994f-c3f268e87994","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.6,0.9,0.7,NA,215,"coarse",1000,13,15985,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"b6af2c4c-686b-41ef-baf8-42960bb08146","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","ACRHAR","Y","Acroperus harpae","","species","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Chydoridae",NA,NA,"","N",0.4,0.4,0.4,NA,1,"coarse",1000,13,74,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e979c291-2cd2-4920-8577-b0e6b59b896f","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",0.9,1.1,1,NA,29,"coarse",1000,13,2156,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"0788fa05-fbb9-434f-9631-57b42dbcceba","D03","BARC","BARC.AOS.inlet","2014-07-02T16:00Z","2015-03-09","BARC.IN.20140702.ZOO","TRISIM","Y","Trichocerca similis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Trichocercidae",NA,NA,"","N",0.1,0.1,0.1,NA,3,"coarse",1000,13,223,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"84383ae2-a936-46ed-bf77-cdfe322c536b","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","MACSP4","Y","Macrothricidae sp.","","family","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Macrothricidae",NA,NA,"","N",0.4,0.4,0.4,NA,4,"coarse",1000,114,35,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"4320260b-db24-46a9-a224-ff876f966507","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","OXYSP3","Y","Oxyurella sp.","","genus","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Chydoridae",NA,NA,"","N",0.3,0.3,0.3,NA,2,"coarse",1000,114,18,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c1303f24-d430-4c53-bd16-0851b41c8d33","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LECMIR","Y","Lecane mira","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.1,0.1,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e87440bd-f9eb-434f-a939-9b7ebf9fcb64","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LECINE","Y","Lecane inermis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.1,0.1,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"adf9368d-15ed-4bc3-8670-01e1fd1d5174","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","ACRHAR","Y","Acroperus harpae","","species","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Chydoridae",NA,NA,"","N",0.6,0.6,0.6,NA,6,"coarse",1000,114,53,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"09251526-4c9e-448f-8ba2-39f7f7953bca","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.2,0.2,0.2,NA,45,"coarse",1000,114,396,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"49ccf481-c8de-4366-8b21-15c2efd17d81","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LATOCC1","Y","Latonopsis occidentalis","","species","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Ctenopoda",NA,"Sididae",NA,NA,"","N",0.6,0.6,0.6,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"547689b4-15a3-4420-b3ac-ebb0bbcc3ae4","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","CALSP1","Y","Calanoida sp.","","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.9,0.9,0.9,NA,1,"coarse",1000,114,9,"Y","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e6d0c2d2-017d-4ae7-8f76-02881f97b3c9","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","PTYBRA","Y","Ptygura brachiata","","species","Rotifera","","Monogonta",NA,"Monogononta","","Gnesiotrocha","Flosculariaceae","",NA,"Flosculariidae",NA,NA,"","N",0.2,0.2,0.2,NA,100,"coarse",1000,114,879,"N","condition OK","N","Y",NA,"Edmondson, 1949","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"dd87bea2-16f3-4907-9946-029d8d3cf322","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","CYCSP","Y","Cyclopoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"",NA,NA,"","N",0.4,0.6,0.5,NA,22,"coarse",1000,114,193,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e955293f-c8e0-4b14-9c3b-9153963dedb0","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","MONBUL","Y","Monostyla bulla","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.1,0.1,NA,93,"coarse",1000,114,818,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"a1053322-bb8d-4c69-9b5d-eeebce8665a3","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LECLEO","Y","Lecane leontina","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.2,0.2,0.2,NA,1,"coarse",1000,114,9,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"877dbc8d-bb6b-4896-bcdd-c2e52109a39b","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","ROTSP","Y","Rotifera sp.","","phylum","Rotifera","","",NA,"","","","","",NA,"",NA,NA,"","N",0.3,0.4,0.3,NA,29,"coarse",1000,114,255,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"40edbe70-0ae6-409d-a190-330df72069a5","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","LEPSP32","Y","Lepadella sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lepadellidae",NA,NA,"","N",0.1,0.1,0.1,NA,4,"coarse",1000,114,35,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"d6e2dba6-4258-4032-a797-2307cb648b60","D03","BARC","BARC.AOS.outlet","2014-07-02T16:00Z","2015-03-09","BARC.OUT.20140702.ZOO","CHYSPH","Y","Chydorus sphaericus","","species","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Chydoridae",NA,NA,"","N",0.2,0.3,0.3,NA,4,"coarse",1000,114,35,"N","condition OK","N","Y",NA,"Dodson et al., 2010","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"51632495-7f9f-4cf8-9e7a-33be38225bc2","D03","BARC","BARC.AOS.buoy.c0","2014-07-02T16:00Z","2015-03-09","BARC.BOUY.20140702.ZOO","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",0.9,1.1,1,NA,28,"coarse",1000,32,876,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"3044b264-10c0-40c2-8f7e-15cd15c8640c","D03","BARC","BARC.AOS.outlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.SCHINDLER.3","LECLIG","Y","Lecane ligona","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.1,0.1,NA,13,"coarse",500,500,13,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"dd163ff3-dbc2-40f9-9eaa-f1ef770da05a","D03","BARC","BARC.AOS.inlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.2","LECSP1","Y","Lecane sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Lecanidae",NA,NA,"","N",0.1,0.2,0.1,NA,11,"coarse",500,116,47,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"22e66d58-2624-4019-acf7-78be8937d159","D03","BARC","BARC.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.1","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",1,1.1,1.1,NA,44,"coarse",500,88,251,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"b7ab3564-d266-4ccd-a929-395928727845","D03","BARC","BARC.AOS.inlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.2","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.7,1.1,0.9,NA,31,"coarse",500,116,134,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"93ab7af7-3148-4f9b-aed1-ad5e903a8ffb","D03","BARC","BARC.AOS.inlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.2","PTYBRA","Y","Ptygura brachiata","","species","Rotifera","","Monogonta",NA,"Monogononta","","Gnesiotrocha","Flosculariaceae","",NA,"Flosculariidae",NA,NA,"","N",0.2,0.2,0.2,NA,10,"coarse",500,116,43,"N","condition OK","N","Y",NA,"Edmondson, 1949","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"deb1b42c-6627-419e-9862-b592d16cfdb6","D03","BARC","BARC.AOS.inlet","2015-02-18T17:00Z","2015-04-13","BARC.20150218.TOW.2","GASSTY","Y","Gastropus stylifer","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,114,"coarse",500,116,492,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
